id,question_text,option1,option2,option3,option4,question_type,correct_option
4426,"A 22-year-old diabetic woman presents with vaginal discharge and pruritus. Discharge is thick, grey, odorless. Vulva erythematous. Microscopy shows spores.",Trichomonas vaginalis,Pediculosis pubis,Candida albicans,Herpes simplex,obstetrics and gynecology,Candida albicans
4427,A 27-year-old woman with vaginal itching and yellow-green frothy discharge. Cervix inflamed and friable. Wet prep: flagellated protozoa.,Chlamydia,Gonorrhea,Trichomoniasis,Bacterial vaginosis,obstetrics and gynecology,Trichomoniasis
4428,A 25-year-old woman with history of PID due to Chlamydia. Now infertile despite normal periods and husband's sperm count. HSG shows no spillage bilaterally.,In-vitro fertilization and embryo transfer,Induction of ovulation + intercourse,Induction of ovulation + intrauterine insemination,Weight reduction to BMI 23 kg/m²,obstetrics and gynecology,In-vitro fertilization and embryo transfer
4429,A 25-year-old woman with infertility after prior Chlamydia PID. Husband’s semen normal. Which investigation is recommended?,Ultrasound monitoring of ovulation,Magnetic resonance image of pelvis,Computed tomography of pelvis,Hysterosalpingogram,obstetrics and gynecology,Hysterosalpingogram
4430,"A 38-year-old woman presents with dysuria and frequency. Allergic to sulfa, penicillin, shellfish. Urinalysis positive for leukocyte esterase.",Nitrofurantoin,Trimethoprim-sulfamethoxazole,Cephalexin,Amoxicillin,obstetrics and gynecology,Nitrofurantoin
4431,A patient leaks urine from vagina 2 weeks after vaginal hysterectomy with anterior/posterior repair.,Cystitis,Vesicovaginal fistula,Ureterovaginal fistula,Urethro-vaginal fistula,obstetrics and gynecology,Urethro-vaginal fistula
4432,A 56-year-old nulliparous woman post-menopause presents with intermittent scant vaginal bleeding.,No treatment necessary,Dilation and curettage,Endometrial biopsy,Pelvic ultrasound,obstetrics and gynecology,Endometrial biopsy
4433,A 30-year-old para 3 smoker on progesterone-only pills. Pap smear shows low-grade squamous intraepithelial lesion.,Colposcopy,Repeat test in 1 year,Cold-knife conization,Loop electrosurgical excision,obstetrics and gynecology,Colposcopy
4434,"A 68-year-old post-hysterectomy with urinary output of 35 ml/hr. Taking ibuprofen for pain. Hematocrit 0.37, Hb 122.",Decreased hemoglobin and hematocrit,Absence of oral fluid intake,Inadequate urinary output,Increased body temperature,obstetrics and gynecology,Absence of oral fluid intake
4435,A 58-year-old multiparous woman complains of stress incontinence and a dragging sensation. Anterior vaginal wall bulging.,Cystocele,Rectocele,Enterocele,Urethrocele,obstetrics and gynecology,Cystocele
4436,A 30-year-old married woman has abnormal Pap smear showing high-grade intraepithelial lesion. Pelvic exam normal.,Total hysterectomy,Cervical cone biopsy,Therapeutic irradiation,Colposcopy-directed biopsy,obstetrics and gynecology,Colposcopy-directed biopsy
4437,"A 24-year-old woman with severe abdominal pain and vaginal bleeding. Amenorrhea for 8 weeks. BP 90/60, HR 120.",Ovary,Cervix,Peritoneum,Fallopian tube,obstetrics and gynecology,Fallopian tube
4438,A 23-year-old woman with yellowish-green malodorous discharge. Speculum exam shows red inflamed cervix. Trichomonas vaginalis found.,Doxycycline,Clindamycin,Metronidazole,Follow-up wet prep,obstetrics and gynecology,Metronidazole
4439,"A 28-year-old woman with white vaginal discharge, vulvar irritation and itching. Microscopy reveals pseudohyphae.",Terconazole vaginal cream,Metronidazole,Doxycycline,Ganciclovir,obstetrics and gynecology,Terconazole vaginal cream
4440,A woman presents with cyclic pelvic pain increasing before menses.,MRI pelvis,Diagnostic laparoscopy,Endometrial biopsy,Ultrasound,obstetrics and gynecology,Diagnostic laparoscopy
4441,A 67-year-old menopausal woman presents with vaginal itching and burning. Vaginal mucosa thin and pale. No discharge.,Topical corticosteroid cream,Metronidazole vaginal gel,Vinegar and water douche,Estrogen vaginal cream,obstetrics and gynecology,Estrogen vaginal cream
4442,"A 65-year-old postmenopausal woman with intermittent vaginal bleeding, Hb = 115 g/L, leukocytosis. Most likely diagnosis?",Fibrocystic breast disease,Inflammatory carcinoma,Puerperal sepsis,Breast abscess,medicine,Inflammatory carcinoma
4443,"A 25-year-old breastfeeding mother with redness, pain in left breast, axillary lymphadenopathy, WBC = 14 x10⁹/L. Most likely pathogen?",E. coli,Staphylococcus aureus,H. influenzae,Beta-hemolytic strep,medicine,Staphylococcus aureus
4444,"A 30-week pregnant woman with severe nausea, dry tongue, poor urine output. Urinalysis shows ketones. Diagnosis?",Leukocytes in urine,Glucosuria,Ketones,Proteinuria,medicine,Ketones
4454,"During forceps delivery, injury to facial nerve at stylomastoid foramen. What is the expected defect?",Cannot close eyelid,Reduced ear blood flow,Loss of facial sensation,Loss of anterior 2/3 taste,pediatric,Cannot close eyelid
4456,"A 6-year-old with fever, conjunctivitis, coryza, cough, discrete pink macules starting on face. Oral white spots before rash. Diagnosis?",Rubella,Toxic shock,Measles,Gonococcemia,pediatric,Measles
4458,"A 13-year-old with fatigue, dry cough, low-grade fever, night sweats, hemoptysis. Most likely diagnosis?",TB,Bronchiectasis,Lung tumor,Mycoplasma pneumonia,medicine,TB
4459,A young adult was treated with ceftriaxone for acute salpingitis and pelvic inflammatory disease without benefit. Most likely diagnosis?,Adenovirus infection,Herpes virus infection,Neisseria gonorrhoeae infection,Chlamydia trachomatis infection,obstetrics and gynecology,Chlamydia trachomatis infection
4460,"A 34-year-old woman non-smoker, with 2 previous normal deliveries, presents for routine Pap smear. Last Pap was normal 7 years ago. History of venereal warts at age 18, no recurrence. Pap shows ASC-US. What is first step in management?",Another pap smear,Hysterectomy,Colposcopy,HPV testing,obstetrics and gynecology,HPV testing
4461,"A 21-year-old woman complains of severe vulvovaginal itching and thick white curdy discharge. No clue cells on wet mount, KOH reveals pseudohyphae. Most likely diagnosis?",Trichomoniasis,Bacterial vaginosis,Physiologic discharge,Vulvovaginal candidiasis,obstetrics and gynecology,Vulvovaginal candidiasis
4462,A 23-year-old woman with recent IUD placement presents with watery brown vaginal discharge and abdominal pain. Most likely diagnosis?,Uterine rupture,Bacterial vaginosis,Twisted ovarian mass,Pelvic inflammatory disease,obstetrics and gynecology,Pelvic inflammatory disease
4463,"A 21-year-old patient presents to clinic with diffuse abdominal pain, dyspareunia, nausea, vomiting. Cervical motion tenderness and adnexal pain present. Most likely diagnosis?",Chronic cholecystitis,Acute appendicitis,Cervicitis,Pelvic inflammatory disease,obstetrics and gynecology,Pelvic inflammatory disease
4464,"A 56-year-old postmenopausal woman has recurrent vulvar irritation, blood-stained discharge, and a pea-sized lump on labia. Tried metronidazole suppositories with little relief. Most likely diagnosis?",Bartholin cyst,Cystic adenosis,Bartholin gland carcinoma,Squamous cell carcinoma of vulva,obstetrics and gynecology,Squamous cell carcinoma of vulva
4465,A 48-year-old woman has recurrent curd-like vaginal discharge. Microscopy shows budding yeast and pseudohyphae. Spouse unaffected. Which condition might be associated?,Tuberculosis,Sarcoidosis,Diabetes mellitus,Lupus erythematosus,medicine,Diabetes mellitus
4466,"A 33-year-old woman presents with vaginal itching, thick odorless white cheese-like discharge after finishing antibiotics for URTI. Most likely diagnosis?",Chlamydia,Candidiasis,Gardnerella,Trichomoniasis,obstetrics and gynecology,Candidiasis
4467,"A 25-year-old woman noticed a 3 cm slightly mobile cystic mass on right side of vaginal introitus. Non-tender, not improved with warm tub soaking. Most likely diagnosis?",Bartholin cyst,Vulvar myoma,Vaginal adenosis,Skene's duct cyst,obstetrics and gynecology,Bartholin cyst
4468,A patient developed fecal incontinence and passage of vaginal flatus one week after vaginal delivery. Most likely diagnosis?,Hemorrhoids,Puerperal sepsis,Partial perineal tear,Recto-vaginal fistula,obstetrics and gynecology,Recto-vaginal fistula
4469,"A 60-year-old woman had ASC-US Pap smear. Treated with topical estrogen, repeat Pap also ASC-US. Next step?",Repeat Pap smear in 6 months,Endometrial biopsy,HPV testing,Colposcopy,obstetrics and gynecology,Colposcopy
4470,"A 57-year-old menopausal woman with obesity, HTN, DM presents with post-menopausal bleeding. Endometrial sampling shows complex hyperplasia with atypia. Most appropriate treatment?",Myomectomy,Oral progesterone,Uterine artery embolization,Total abdominal hysterectomy,obstetrics and gynecology,Total abdominal hysterectomy
4471,"A 55-year-old woman with urinary leakage before reaching bathroom, history of menopause for 6 years. First step in evaluation?",Cystourethroscopy,IV pyelogram,Urethral pressure profile,Urine analysis and culture,obstetrics and gynecology,Urine analysis and culture
4472,A 29-year-old woman presents with thin gray-white vaginal discharge with fishy odor. pH = 5.5. Most appropriate treatment?,Oral fluconazole,Metronidazole,Tetracycline,Doxycycline,obstetrics and gynecology,Metronidazole
4473,A 48-year-old woman with lichen sclerosus now has a 0.5 x 0.5 cm mass on right labia majora. Punch biopsy taken. Most likely histopathological finding?,Adeno-squamous carcinoma,Squamous cell carcinoma,Adenocarcinoma,Melanoma,obstetrics and gynecology,Squamous cell carcinoma
4474,"A 65-year-old postmenopausal woman presents with intermittent vaginal bleeding. Diabetic, hypertensive, obese, using HRT. Essential investigation to establish diagnosis?",Pelvic MRI,Pelvic ultrasound,Endometrial biopsy,Tumor markers,obstetrics and gynecology,Endometrial biopsy
4475,"A 35-year-old woman presents with greenish-yellow purulent vaginal discharge, macular erythematous lesions, and pelvic tenderness. Most likely diagnosis?",Vaginal candidiasis,Bacterial vaginosis,Atrophic vaginitis,Vaginal trichomoniasis,obstetrics and gynecology,Vaginal trichomoniasis
4477,A 26-year-old with PCOS. What is the mechanism of metformin in her treatment?,Anti-androgen effect,Reducing insulin resistance,Increasing liver P450,Lowering blood sugar via consumption,medicine,Reducing insulin resistance
4486,A 40-year-old woman has just delivered her 7th child at 38 weeks with a 4 kg baby boy vaginally 10 minutes ago. The placenta is still in place and she starts to bleed profusely. Estimated blood loss is around 800 ml. Which best describes this case?,Secondary post-partum hemorrhage,Iatrogenic post-partum hemorrhage,Primary post-partum hemorrhage,Tertiary post-partum hemorrhage,obstetrics and gynecology,Primary post-partum hemorrhage
4487,A 38-week G9 P8008 woman delivered 4.3 kg baby by vacuum extraction due to prolonged second stage. Best reliable indicator of postpartum hemorrhage and hypovolemic shock?,Visual estimation of blood loss,Maternal pulse rate,Hemoglobin level,Hematocrit level,obstetrics and gynecology,Maternal pulse rate
4488,"A woman presents at 9 weeks pregnant with severe vaginal bleeding, lower abdominal pain, and passage of fetus through vagina. Cervix open, tissue seen. Most appropriate management?",Fluid replacement and expectant management,Fluid replacement and evacuation and curettage,Fluid replacement and uterine massage,Fluid replacement and hysterectomy,obstetrics and gynecology,Fluid replacement and evacuation and curettage
4489,A 24-year-old woman at 7 weeks gestation complains of mild vaginal bleeding and colicky lower abdominal pain. Speculum shows closed cervix with fresh bleeding. Most likely cause?,Septic abortion,Inevitable abortion,Incomplete abortion,Threatened abortion,obstetrics and gynecology,Threatened abortion
4490,"A 22-year-old primigravida at 7 weeks presents with moderate vaginal bleeding, tissue passage, and colicky pain. Uterus corresponds to 7–8 weeks. Products protruding through cervical canal. Most likely diagnosis?",Inevitable abortion,Incomplete abortion,Threatened abortion,Complete molar pregnancy,obstetrics and gynecology,Incomplete abortion
4491,"A 38-week pregnant woman presents with headache, epigastric pain, blurred vision. BP 170/120 mmHg. NST reassuring. Most appropriate management?",Deliver immediately,"Stabilize, give MgSO4 and deliver",Give MgSO4 and wait until 37 weeks,"Stabilize, give corticosteroids and deliver",obstetrics and gynecology,"Stabilize, give MgSO4 and deliver"
4492,"A 24-year-old woman at 7 weeks gestation presents with mild vaginal bleeding and colicky pain. Closed cervix, fresh bleeding on speculum exam. Most likely diagnosis?",Septic abortion,Inevitable abortion,Incomplete abortion,Threatened abortion,obstetrics and gynecology,Threatened abortion
4493,"A 30-week pregnant woman with prior preeclampsia now has BP 140/90 mmHg, platelets 80 x10⁹/L, uric acid 460 µmol/L. Which finding indicates severe preeclampsia?",Abdominal pain,Blood pressure,Uric acid level,Platelet count,obstetrics and gynecology,Platelet count
4494,"A 32-year-old woman G3 P2002 at 38 weeks gestation with breech presentation is scheduled for ECV. Fetus weighs 2.6 kg, flexed head, bicornuate uterus, average liquor. Which is a contraindication to ECV?",Flexed fetal head,Bicornuate uterus,Average liquor volume,Fetal weight,obstetrics and gynecology,Bicornuate uterus
4495,A 24-year-old primigravida at 22 weeks found to have BP 140/95 mmHg on two measurements. Proteinuria negative and asymptomatic. Most likely diagnosis?,Preeclampsia,Chronic hypertension,Gestational hypertension,Transient hypertension,obstetrics and gynecology,Gestational hypertension
4496,A primigravida at 37 weeks with bicornuate uterus feels subcostal discomfort. Leopold maneuvers show soft presenting part with sluggish ballottement. Fetal heart at umbilicus. Most likely presentation?,Face presentation,Brow presentation,Breech presentation,Shoulder presentation,obstetrics and gynecology,Breech presentation
4497,A primigravida at 37 weeks with bicornuate uterus and breech presentation. What is recommended method of delivery if presentation persists?,Spontaneous vaginal delivery,Ventouse delivery,Forceps delivery,Cesarean section,obstetrics and gynecology,Cesarean section
