id,question_text,option1,option2,option3,option4,question_type,correct_option,source
9422,"A 70-year-old, non-smoking man presents with increased urinary frequency, especially at night. The patient feels that the bladder is not fully empty after voiding, and the urine stream has slightly diminished. The patient''s high blood pressure is well controlled with a calcium channel blocker. There is no associated fever, weight loss, haematuria, or pain with voiding. The digital rectal examination was significant for a moderate enlargement of the prostate, but is otherwise normal. Results of urinalysis and kidney function tests were normal (see lab result). Test Result Normal Value PSA antigen 1 < 4 ng/ml Which of the following is the most appropriate initial management?",Cystoscopy,Open prostatectomy,Alpha-blocker therapy,Transurethral Resection Prostatectomy,surgery,Alpha-blocker therapy,Midgard
9423,"A 56-year-old multiparous patient on oral estrogen, complains of painless urine incontinence when coughing, sneezing, or laughing for 1 year. On examination, there was mild vaginal atrophy and constrictor muscle laxity. Urinary incontinence is demonstrated in the lithotomy position with Valsalva manoeuvre (see report). Urinalysis: Normal. Which of the following would be the recommended management?",Beta blocker,Kegel exercises,Periurethral bulking,Post-coital antibiotics,surgery,Kegel exercises,Midgard
9424,"A 37-year-old man presents to the clinic with flank pain, haematuria and burning sensation while urinating. The pain became more severe and constant in the last several days. Which of the following is the most appropriate investigation?",Nuclear renal scan,Ultrasound of Kidneys,CT of Abdomen without contrast,CT of Abdomen with oral and IV contrast,surgery,CT of Abdomen without contrast,Midgard
9425,"A 70-year-old man presents with urinary incontinence. The patient''s bladder is palpably distended after voiding. The patient stated that he voids frequently, although he has difficulty initiating the urine stream. Which of the following is the most likely type of incontinence?",Urge,Stress,Reflex,Overflow,surgery,Overflow,Midgard
9426,"A 40-year-old man comes to the clinic with pain in the lower back, and blood in the urine. IVP shows a non-opaque filling defects in the renal pelvis. Ultrasound revealed dense echoes and acoustic shadowing. Which of the following is the most likely diagnosis?",Tumour,Blood clot,Uric acid stone,Sloughed renal papilla,surgery,Uric acid stone,Midgard
9427,A 74-year-old man is referred to the thoracic surgeon with dysphagia of solid food for six weeks which marked weight loss for 2 months. Oesophageal endoscopy shows a stenotic mass in the mid oesophagus (see report). Chest X-ray: Normal. Which of the following is the most likely diagnosis?,Lymphoma,Adenocarcinoma,Squamous cell carcinoma,Extension from neuroendocrine cancer,surgery,Squamous cell carcinoma,Midgard
9428,"An army soldier comes to Outpatient Clinic complaining of painful flat feet after several years of service, which included thousands kilometres of marching in the desert. The pain was acute in the medial aspect of his sole. Which of the following structures is the most likely strained?",Tendon achilles,Spring ligament,Flexor retinaculum,Extensor retinaculum,surgery,Spring ligament,Midgard
9429,A 65-year-old woman comes to Outpatient Clinic complaining of pain in her left hand and fingers from typing on the keyboard for a while. Investigations reveals insufficient blood flow into the superficial palmar arch. Occlusion of which of the following arteries is the most likely cause?,Ulnar,Radial,Anterior interosseous,Posterior interosseous,surgery,Ulnar,Midgard
9431,A 20-year-old man comes to the clinic complaining of a knee pain. History reveals he received a severe blow on the inferolateral side of the left knee joint while playing football. Radiographic examination revealed a fracture of the head and neck of the fibula. Which of the following nerves is the most likely to be damaged?,Tibial,Deep peroneal,Common peroneal,Superficial peroneal,surgery,Common peroneal,Midgard
9432,A 25-year-old man is brought to the Emergency Room after a severe road traffic accident. Examination shows he has an unstable left knee joint and it was possible to pull the tibia abnormally forwards on the femur. Which of the following ligaments is most likely injured?,Fibular collateral,Tibial collateral,Anterior cruciate,Posterior cruciate,surgery,Anterior cruciate,Midgard
9433,A 35-year-old man is brought to the Emergency Room after a road traffic accident. X-ray shows a displaced fracture of the mid shaft of the humerus. Which of the following is the most likely clinical complication?,Wrist drop,Claw hand,Waiter's tip hand,Klumpke's paralysis,surgery,Wrist drop,Midgard
9434,"A 24-year-old man came to the hospital with pain, swelling and difficulty in moving the arm. Examination shows he has humeral fracture (see report). X-ray: The fracture was at the level of the surgical neck. Which of the following nerves was most likely injured?",Ulnar,Radial,Axillary,Median,surgery,Axillary,Midgard
9435,"A 41-year-old woman developed atrophy of the thenar eminence, but the sensation over it is intact. Which of the following nerves is the most likely damaged?",Ulnar,Radial,Axillary,Median,surgery,Median,Midgard
9436,"A 27-year-old pianist with a known carpal tunnel syndrome, experiences difficulty in finger movements. Which of the following muscles is most likely paralyzed?",Thenar muscles,Dorsal interossei,Palmar interossei,Medial two lumbricals,surgery,Thenar muscles,Midgard
9437,"A 52-year-old woman slipped and fell, she complained of being unable to extend her leg at the knee joint. Which of the following muscles is most likely paralyzed?",Sartorius,Biceps femoris,Semitendinosus,Quadriceps femoris,surgery,Quadriceps femoris,Midgard
9438,"A 45-year-old man was brought in the Emergency Department after a motor vehicle accident with severe pain on his left arm. X-rays confirmed left humeral and ulnar fractures. After an open reduction and internal fixation, the patient was unable to extend his forearm, wrist and fingers. Which of the following is the most likely damaged?",Ulnar nerve at medial epicondyle,Median nerve at the cuboidal fossa,Radial nerve above the spiral groove,Median nerve at the lateral epicondyle,surgery,Radial nerve above the spiral groove,Midgard
9439,"A 25-year-old man presents to the hospital with an open fracture of his right leg, after a motor bike accident on a farm. Later he develops severe pain, necrosis and blue discoloration of the skin, and apparently there is gas in the deep tissues of the leg. Which of the following is the most likely causing agent?",Actinomyces Israeli,Staphylococcus aureus,Clostridium perfringens,Mycobacterium ulcerans,surgery,Clostridium perfringens,Midgard
9440,"A 26-year-old man complained of pain in his buttocks, lower back and stiffness which improved after moving around and doing exercises. The patient had similar complaints a year ago. Which of the following is the most likely diagnosis?",Hyperuricemia,Psoriatic arthritis,Reactive arthritis,Ankylosing spondylitis,surgery,Ankylosing spondylitis,Midgard
9441,"A 36-year-old man has unilateral mild pain in the neck which radiates to the right interscapular and shoulder regions. The pain is followed by sharp, electric shock-like pain, which goes down the arm with numbness, weakness and loss of tendon reflexes. Which of the following is the most likely diagnosis?",Whiplash injury,Cervical disc prolapse,Rotator cuff tendinitis,Polymyalgia rheumatica,surgery,Cervical disc prolapse,Midgard
9442,A 12-year-old presents with a 2-day history of right sided scrotal pain. Examination confirms right testis with vertical orientation. There is an area of tenderness around the superior pole and the scrotum is red and edematous. Which of the following is the most likely diagnosis?,Testicular torsion,Epididymo-orchitis,Incarcerated inguinal hernia,Torsion of a testicular appendage,surgery,Torsion of a testicular appendage,Midgard
9443,"A 24-month-old is presented with redness of both hemi-scrotum. Examination confirms non-tender, redness and edema of the scrotum extending to both groins. Which of the following is the most likely diagnosis?",Testicular torsion,Epididymo-orchitis,Idiopathic scrotal oedema,Torsion of a testicular appendage,surgery,Idiopathic scrotal oedema,Midgard
9444,"A 12-year-old patient presents with a 4-hour history of right sided lower abdominal pain. Examination confirms a slightly elevated, tender right testis. The lie of the testis is horizontal with no redness or edema of the scrotum. Which of the following is the most appropriate management?",Oral analgesics,Oral antibiotics,Doppler ultrasound,Scrotal exploration,surgery,Scrotal exploration,Midgard
9445,A 65-year-old with ischaemic heart disease is complaining of chest pain 2 hours after a laparoscopic cholecystectomy. Examination confirms an irregular pulse. Blood pressure 80/58 mmHg Respiratory rate 22 /min Temperature 36.6 °C Which of the following is the most appropriate management?,ECG,Chest X-ray,CT angiography,Doppler scan of lower limbs,surgery,ECG,Midgard
9446,A 25-year-old man presents to the Emergency Department his left thigh was run over accidentally by a car. Examination confirms stripping of skin and subcutaneous fat. Underlying neurovascular structures are exposed. Heart rate 100 /min Respiratory rate 20 /min Temperature 36.6 °C Oxygen saturation 95 % Which of the following is the most appropriate management?,Debridement and primary closure,Primary repair of injured structures,Debridement and secondary skin grafting,Debridement and vacuum-assisted closure,surgery,Debridement and secondary skin grafting,Midgard
9447,A 75-year-old man in the Intensive Care Unit has developed a discharging sacral wound. Examination confirms necrotic skin and subcutaneous fat. Which of the following is the most appropriate management?,Primary repair,Debridement and primary closure,Debridement and primary skin grafting,Debridement and vacuum-assisted closure,surgery,Debridement and vacuum-assisted closure,Midgard
9448,A 45-year-old sustained a knife injury to his left wrist. Examination confirms a clean wound with division of the underlying tendons and median nerve. Which of the following is the most appropriate management?,Debridement and primary closure,Primary repair of injured structures,Debridement and secondary closure,Debridement and secondary skin grafting,surgery,Primary repair of injured structures,Midgard
9449,A 72-year-old underwent a subtotal colectomy 5 days ago. His urine output over the past 8 hours has been 7 ml/hr. Blood pressure 110/70 mmHg Heart rate 90 /min Temperature 36.6 °C Which of the following is most appropriate to administer intravenously?,Diuretics,Inotropes,Antibiotics,500 NS fluid challenge,surgery,500 NS fluid challenge,Midgard
9450,A 75-year-old man complains of severe diarrhea for the past 2 days. He has been taking antibiotics for the past 2 weeks for a lower respiratory tract infection. Examination confirms generalized distension and tenderness. Blood pressure 100/60 mmHg Heart rate 110 /min Respiratory rate 22 /min Temperature 38 °C Which of the following is the most appropriate management?,CT scan of chest,Diagnostic laparoscopy,Exploratory laparotomy,Stool for clostridium difficile toxins,surgery,Stool for clostridium difficile toxins,Midgard
9451,A 60-year-old woman presents with a 12-hour history of severe pain in the epigastrium radiating to her back. It is associated with nausea and 2 episodes of vomiting. She has a history of cholelithiasis. Abdominal examination confirms generalized tenderness in abdomen. Which of the following is the most likely diagnosis?,Biliary colic,Acute pancreatitis,Acute cholecystitis,Empyema gallbladder,surgery,Acute pancreatitis,Midgard
