"id","question_text","option1","option2","option3","option4","question_type","correct_option"
2469,"A 5-year-old child with bronchial asthma seen in the clinic because of uncontrolled course despite using Ventolin regularly. Mother has asthma and uses similar inhaler but expresses poor technique of Ventolin delivery to her child. Which of the following is the most likely reason for her child's problem?","Child neglect","Poor compliance","Improper technique","Need further evaluation","pediatric","Improper technique"
2470,"A 5-year-old child with bronchial asthma under control with inhalers. Mother concerned about future of her child's asthma during adulthood. Which of the following is the most likely prognosis?","Chronic lung disease","Most children grow out of it","Asthmatic during adulthood","No correlation between childhood and adult asthma","pediatric","Most children grow out of it"
2471,"A 3-year-old child with bronchial asthma on ventolin nebulizer at home as needed. The mother is concerned that the family cannot go out much because the machine requires electricity. Which of the following is the most appropriate counseling?","Agree and support decision as priority is asthma control","Find someone to take care of asthmatic child if family goes out","Educate with clear instructions on inhaler usage and advise to stop nebulizer","Find nebulizer machine with portability feature","pediatric","Educate with clear instructions on inhaler usage and advise to stop nebulizer"
2472,"What is the most effective treatment for moderate bronchial asthma severity?","Beta agonist agents","Beta agonist agents and steroids","Long-acting beta agonist with steroids","Long-acting beta agonist with anticholinergics","pediatric","Long-acting beta agonist with steroids"
2473,"A 6-year-old boy presents to the Emergency Room with acute asthma attack responding to initial management with improved respiratory distress. Vitals after stabilization: BP 110/70 mmHg, HR 97/min, RR 20/min, SpO₂ 88%. Which of the following is the most likely reason for admission?","Hypoxia","Patient age","Hypotension","Asthma attack","pediatric","Hypoxia"
2474,"A 2-year-old child diagnosed in the ER with pneumonia. Mother reports poor oral intake and vomiting for whatever introduced orally. Child looks well with no distress. Vital signs: BP 88/56 mmHg, HR 110 /min, RR 23 /min, SpO₂ 95%. Which of the following reasons justifies hospitalization?","Age of the child","Vital signs findings","Inability to take orally","Primary diagnosis of pneumonia","pediatric","Inability to take orally"
2475,"A 3-year-old child seen in the clinic with fever and cough for 5 days following URI-like prodrome. On examination, decreased air entry and crackles over right lung middle zone. Chest X-ray done. Which of the following is the most appropriate management? Lab results show elevated WBC and neutrophils.","Reassurance","Bronchodilator and steroids","Admit for intravenous antibiotics","Discharge on amoxicillin for 7 days","pediatric","Discharge on amoxicillin for 7 days"
2476,"A 6-year-old child brought to the Paediatric Clinic. Parent reports intermittent fever, vomiting, diarrhea, and diffuse abdominal pain for the past week. Jaundice and scleral icterus noted. Liver palpable 5 cm below costal margin. Which of the following is the most likely type of viral hepatitis?","Hepatitis A","Hepatitis B","Hepatitis C","Hepatitis D","pediatric","Hepatitis A"
2477,"A 5-week-old infant presents with intermittent vomiting and weight loss. Labs: Na = 147, K = 2.9, HCO3 = 32. Most likely diagnosis?","Gastric volvulus","Cyclic vomiting syndrome","Hypertrophic pyloric stenosis","Intestinal malrotation with volvulus","pediatric","Hypertrophic pyloric stenosis"
2478,"A 4-day-old newborn presents with bilious vomiting and abdominal distension. Passed meconium but feeding poorly. Most likely diagnosis?","Allergic reaction to formula","Hirschsprung's disease","Meconium ileus","Midgut volvulus","pediatric","Midgut volvulus"
2479,"A 2-year-old African child appears skinny with muscle wasting and no edema. Most likely diagnosis?","Muscle wasting syndrome","Kwashiorkor","Marasmus","Pica","pediatric","Marasmus"
2480,"Which diet is most commonly associated with kwashiorkor?","High-protein and high-carbohydrate","High-protein and low-carbohydrate","Low-protein and high-carbohydrate","Low-protein and low-carbohydrate","pediatric","Low-protein and high-carbohydrate"
2481,"A young boy presents with gingival hypertrophy and bluish-purple gums. Most likely vitamin deficiency?","Vitamin A","Vitamin C","Vitamin D","Vitamin E","medicine","Vitamin C"
2482,"A 3-month-old breastfed infant becomes anorexic with generalized edema and aphonia. Diagnosed with infantile beriberi. Which deficiency?","Vitamin B1","Vitamin E","Vitamin C","Niacin","pediatric","Vitamin B1"
2483,"A 7-year-old child develops post-meal nausea, bloating, cramps, followed by watery diarrhea. Diagnosis?","Chronic giardia lamblia infection","Chronic salmonella infection","Inflammatory bowel disease","Carbohydrate intolerance","pediatric","Carbohydrate intolerance"
2484,"A preterm newborn presents with abdominal distension and pneumatosis intestinalis. Most likely diagnosis?","Infection","Malrotation","Meconium ileus","Oesophageal atresia","pediatric","Oesophageal atresia"
2485,"A 2-month-old baby cries excessively, abdomen distended, normal growth. Recently introduced evening bottle. Most likely diagnosis?","Infant colic","Infant constipation","Infant regurgitation","Cow's milk intolerance","pediatric","Infant colic"
2486,"A 9-day-old full-term infant has jaundice up to mid-chest, otherwise well. Breastfed. Most likely diagnosis?","Deficiency of glucuronyl transferase","Resolution of birth trauma","Breast milk jaundice","Hepatitis","pediatric","Breast milk jaundice"
2487,"A 12-month-old girl presents with colicky abdominal pain, vomiting, and bloody mucus stool. US shows doughnut sign. Best next step?","Watchful waiting","Emergency surgery","Radiographic reduction","IV normal saline","pediatric","Radiographic reduction"
2488,"A 6-month-old regurgitates large portion of feeds. pH probe confirms frequent acid exposure. Normal growth. Best management?","Oral antacids","Close follow-up","Esophageal manometry","Surgery with fundoplication","pediatric","Close follow-up"
2489,"A 13-year-old girl with chronic diarrhea, periumbilical pain, fever, weight loss, blood in stool. Most likely diagnosis?","Peptic ulcer","Biliary lithiasis","Crohn's disease","Chronic pancreatitis","medicine","Crohn's disease"
2490,"An 18-month-old Caucasian boy has failure to thrive, poor appetite, distension, diarrhea, irritability after weaning from milk. Most likely diagnosis?","Giardiasis","Cystic fibrosis","Celiac disease","Whipple disease","pediatric","Celiac disease"
2491,"A 12-year-old boy has intermittent abdominal distension, colic, flatulence after drinking milk nightly. No weight loss or travel. Best diagnostic test?","Serum lactose levels","Esophageal manometry","Upper GI endoscopy","Hydrogen breath test after oral lactose","medicine","Hydrogen breath test after oral lactose"
2492,"A 7-year-old boy with recurring epigastric pain, weight loss, family history of peptic ulcer. 13C-urea breath test positive. Best way to monitor treatment response?","Serologic testing","Clinical manifestations","13C-Urea breath test","Biopsy for microbiological testing","pediatric","13C-Urea breath test"
2493,"A 7-year-old boy with recurrent epigastric pain, weight loss, positive 13C-urea breath test. Currently on metronidazole and PPI. Which additional medication should be added?","Clarithromycin","Tetracycline","Prednisone","Sucralfate","pediatric","Clarithromycin"
2494,"A 6-week-old infant presents with jaundice. Total bilirubin = 65, direct bilirubin = 52. Most likely diagnosis?","Choledochal cyst","Gilbert syndrome","ABO incompatibility","Crigler-Najjar syndrome","medicine","Choledochal cyst"
2495,"A 10-year-old boy with jaundice, Kayser-Fleischer ring, elevated AST/ALT, low ceruloplasmin. Most appropriate treatment?","Ethylene diamine tetraacetic acid","British anti-Lewisite","Desferrioxamine","Penicillamine","medicine","Penicillamine"
2496,"A 7-month-old presents with intermittent crying, leg pulling, vomiting, lethargy, palpable RUQ mass. Most appropriate investigation?","Contrast barium enema","Abdominal ultrasound","Plain abdomen X-ray","Abdominal CT scan","pediatric","Contrast barium enema"
2497,"A 7-month-old presents with intermittent crying, leg-pulling, vomiting, RUQ mass. Temperature 38.6°C. Most likely diagnosis?","Pancreatitis","Appendicitis","Gastroenteritis","Intussusception","pediatric","Intussusception"
2498,"Which is the most appropriate counseling for celiac disease?","No diagnostic test is available","Intestinal biopsy required to confirm diagnosis","Diagnosis confirmed by positive serological test","Improvement after gluten-free diet can confirm diagnosis","pediatric","Intestinal biopsy required to confirm diagnosis"
2499,"A 14-month-old presents with paroxysmal abdominal pain, vomiting, currant-jelly stool. Which counseling applies?","Shock is a common complication","Recurrence common after surgical correction","Treatment requires immediate surgery","Reduction via enema used in peritonitis","pediatric","Shock is a common complication"
2500,"A 4-year-old girl has recurrent midline abdominal pain with vomiting and pallor. Family history of headaches. Most likely diagnosis?","Abdominal migraine","Chronic constipation","Irritable bowel syndrome","Inflammatory bowel disease","medicine","Abdominal migraine"
2501,"What describes the role of anti-diarrheal drugs in gastroenteritis management?","They are effective","Can be associated with side effects","Can replace ORS in severe cases","May shorten bacterial excretion","medicine","Can be associated with side effects"
2502,"A 12-month-old child develops diarrhea recurrence after reintroducing normal diet post-gastroenteritis. Best counseling advice?","Change to gluten-free formula","Change to cow's milk-free formula","Use ORS for 5 days before reintroducing food","Use ORS for 24 hours then resume normal diet","pediatric","Use ORS for 24 hours then resume normal diet"
2503,"A 12-month-old child has diarrhea returning after resuming normal diet post-gastroenteritis. Most likely explanation?","Temporary lactose intolerance","Temporary lactase deficiency","Temporary glucose intolerance","Temporary sucrose intolerance","pediatric","Temporary lactose intolerance"
2504,"A 3-year-old from a poor area presents with generalized edema, wasting, hyperkeratosis, sparse hair. Lab shows low albumin. Contributing factor?","Vitamin B12 deficiency","Vitamin D deficiency","Severe protein malnutrition","Severe carbohydrate malnutrition","pediatric","Severe protein malnutrition"
2505,"A 3-year-old from a poor area presents with generalized edema, wasting, hyperkeratosis, sparse hair, low albumin. Most likely diagnosis?","Rickets","Marasmus","Kwashiorkor","Coeliac disease","pediatric","Kwashiorkor"
2506,"A 3-year-old with celiac disease presents with frontal bossing, bowlegs, Harrison sulcus. Best diagnostic confirmation?","X-ray wrist joint shows cupping","Flaky-paint skin rash with hyperkeratosis","Ultrasound shows enlarged liver","Low plasma albumin, potassium, magnesium","pediatric","X-ray wrist joint shows cupping"
2507,"A 3-year-old with celiac disease presents with frontal bossing, bowlegs, Harrison sulcus. Best treatment?","Daily administration of Vitamin D3","Daily administration of Vitamin A","Daily administration of Vitamin B12","Daily administration of Vitamin C","pediatric","Daily administration of Vitamin D3"
2508,"A 4-month-old infant presents with constipation, lethargy, fever, inability to gaze away from light. Most likely diagnosis?","Hirschsprung's disease","Infantile botulism","Hypothyroidism","Amoebic colitis","pediatric","Infantile botulism"
2509,"Most important measure to protect neonates against infection in nursery?","Thorough hand washing before/after exams","Compulsory use of shoe covers and gowns","Wearing sterile gloves before entry","Use of prophylactic antibiotics","pediatric","Thorough hand washing before/after exams"
